g101175_68271_1 100 153
g101175_68271_1 239 313
g101175_68271_1 440 494
g101175_68271_1 585 668
g101175_68271_1 905 979
g101175_68271_1 1063 1118
g101175_68271_1 1209 1253
g101175_68271_1 1371 1637
g101175_68271_1 1780 1874
g101175_68271_1 2002 2092
g101175_68271_1 2185 2295
g101175_68271_1 2399 2593
g101175_68271_1 2671 2862

g1012_68275_1 100 846

g101223_68275_1 100 532
g101223_68275_1 762 985
g101223_68275_1 1068 1175
g101223_68275_1 1249 1341

g101230_68274_1 100 408
g101230_68274_1 507 785
g101230_68274_1 884 1148
g101230_68274_1 1238 1327
g101230_68274_1 1425 1540

g101250_68274_1 100 768
g101250_68274_1 1002 1163

g101255_68272_1 100 1179

g101256_68274_1 100 613
g101256_68274_1 694 815
g101256_68274_1 993 1033
g101256_68274_1 1187 1285
g101256_68274_1 1396 1573

g101316_68271_1 100 205
g101316_68271_1 375 476
g101316_68271_1 602 666
g101316_68271_1 925 1059
g101316_68271_1 1157 1253
g101316_68271_1 1539 1668
g101316_68271_1 1753 1931
g101316_68271_1 2040 2167
g101316_68271_1 2263 2364
g101316_68271_1 2447 2548

g101351_68275_1 100 161
g101351_68275_1 352 418
g101351_68275_1 512 719
g101351_68275_1 815 972
g101351_68275_1 1076 1153
g101351_68275_1 1232 1364
g101351_68275_1 1461 1552
g101351_68275_1 1679 1735
g101351_68275_1 1806 1871
g101351_68275_1 1958 1993

g101366_68273_1 100 449
g101366_68273_1 819 1143
g101366_68273_1 1270 1959

g10140_68271_1 100 399

g101419_68275_1 100 358
g101419_68275_1 650 768
g101419_68275_1 1123 1591
g101419_68275_1 1680 1993

g101510_68275_1 100 540

g101583_68275_1 100 548
g101583_68275_1 640 1012
g101583_68275_1 1101 1400

g10159_68272_1 100 213
g10159_68272_1 301 352
g10159_68272_1 604 635
g10159_68272_1 732 765
g10159_68272_1 843 910
g10159_68272_1 990 1136

g101598_68273_1 100 1632

g10164_68272_1 100 228
g10164_68272_1 842 945
g10164_68272_1 1382 1511
g10164_68272_1 1621 1659

g101665_68273_1 100 1179

g101686_68275_1 100 957
g101686_68275_1 1189 1380
g101686_68275_1 1472 1559
g101686_68275_1 1662 1732
g101686_68275_1 1849 1932
g101686_68275_1 2053 2157

g101723_68273_1 100 346
g101723_68273_1 827 942
g101723_68273_1 1028 1374
g101723_68273_1 1652 1832
g101723_68273_1 1923 2045
g101723_68273_1 2134 2421
g101723_68273_1 2791 2916
g101723_68273_1 3055 3156
g101723_68273_1 3258 3311
g101723_68273_1 3560 3666
g101723_68273_1 3763 3823
g101723_68273_1 3917 4048
g101723_68273_1 4147 4284
g101723_68273_1 4401 4481
g101723_68273_1 4593 4673
g101723_68273_1 4799 4879
g101723_68273_1 5071 5184

g101735_68275_1 100 261
g101735_68275_1 340 540
g101735_68275_1 641 790
g101735_68275_1 881 1063
g101735_68275_1 1504 1584
g101735_68275_1 1722 1922
g101735_68275_1 2009 2149
g101735_68275_1 2302 2499

g101790_68275_1 100 189
g101790_68275_1 379 600
g101790_68275_1 828 1184
g101790_68275_1 1365 1523
g101790_68275_1 1633 1920
g101790_68275_1 2067 2207

g101865_68275_1 100 1284

g101876_68274_1 100 266
g101876_68274_1 460 763

g10189_68271_1 100 305
g10189_68271_1 660 876

g101924_68275_1 100 599
g101924_68275_1 683 789
g101924_68275_1 870 965
g101924_68275_1 1042 1091

g102038_68274_1 100 277
g102038_68274_1 694 815
g102038_68274_1 954 1072
g102038_68274_1 1407 1515

g102054_68275_1 100 213
g102054_68275_1 293 374
g102054_68275_1 461 615

g10207_68271_1 100 162
g10207_68271_1 819 900
g10207_68271_1 1154 1236
g10207_68271_1 1655 1813

g10212_68275_1 100 839
g10212_68275_1 933 1014
g10212_68275_1 1214 1435

g10216_68273_1 100 363
g10216_68273_1 465 638
g10216_68273_1 743 1033
g10216_68273_1 1169 1258
g10216_68273_1 1712 1813
g10216_68273_1 1903 2021
g10216_68273_1 2117 2179
g10216_68273_1 2253 2314
g10216_68273_1 2453 2535

g10217_68273_1 100 155
g10217_68273_1 398 515
g10217_68273_1 619 707
g10217_68273_1 868 923
g10217_68273_1 1015 1070
g10217_68273_1 1203 1296
g10217_68273_1 1584 1663
g10217_68273_1 1753 1795
g10217_68273_1 1880 1971
g10217_68273_1 2046 2225

g10218_68273_1 100 303
g10218_68273_1 512 1447
g10218_68273_1 1546 1593
g10218_68273_1 1672 2100

g10221_68271_1 100 328
g10221_68271_1 548 949
g10221_68271_1 1269 1683
g10221_68271_1 1759 1960

g102248_68273_1 100 594
g102248_68273_1 727 783

g102343_68275_1 100 334
g102343_68275_1 650 777

g102364_68273_1 100 222
g102364_68273_1 590 727
g102364_68273_1 794 928

g102368_68273_1 100 411

g102374_68275_1 100 507

g10243_68273_1 100 187
g10243_68273_1 587 620
g10243_68273_1 802 863
g10243_68273_1 977 1029
g10243_68273_1 1179 1280

g102433_68275_1 100 297
g102433_68275_1 889 1191

g102453_68272_1 100 456

g102455_68274_1 100 217
g102455_68274_1 310 350
g102455_68274_1 564 632
g102455_68274_1 718 774
g102455_68274_1 864 938

g10252_68275_1 100 263
g10252_68275_1 439 574
g10252_68275_1 669 725

g10261_68272_1 100 402

g102806_68273_1 100 382
g102806_68273_1 544 752
g102806_68273_1 1040 1645

g102807_68274_1 100 186
g102807_68274_1 380 512
g102807_68274_1 618 706
g102807_68274_1 809 931
g102807_68274_1 1432 1556
g102807_68274_1 1650 1675
g102807_68274_1 1771 1927
g102807_68274_1 2023 2065

g102813_68273_1 100 105
g102813_68273_1 189 437
g102813_68273_1 520 649
g102813_68273_1 1202 1290

g10292_68273_1 100 351
g10292_68273_1 569 778
g10292_68273_1 911 1081
g10292_68273_1 1355 1478
g10292_68273_1 1716 1777
g10292_68273_1 1879 1960
g10292_68273_1 2051 2193

g10293_68272_1 100 113
g10293_68272_1 212 425
g10293_68272_1 587 824
g10293_68272_1 1025 1158
g10293_68272_1 1254 1328
g10293_68272_1 1431 1532
g10293_68272_1 1625 1734
g10293_68272_1 1836 1923
g10293_68272_1 2045 2113

g10295_68275_1 100 684
g10295_68275_1 755 1049
g10295_68275_1 1128 1150

g102971_68275_1 100 259
g102971_68275_1 459 560
g102971_68275_1 651 761
g102971_68275_1 929 1021
g102971_68275_1 1423 1572
g102971_68275_1 1657 1715
g102971_68275_1 1809 1865

g10299_68273_1 100 825
g10299_68273_1 1515 1631

g103034_68275_1 100 470
g103034_68275_1 560 572

g10310_68271_1 100 232
g10310_68271_1 307 373
g10310_68271_1 468 561
g10310_68271_1 653 709
g10310_68271_1 805 874
g10310_68271_1 959 1023
g10310_68271_1 1119 1200
g10310_68271_1 1294 1343
g10310_68271_1 1422 1565
g10310_68271_1 1643 1713
g10310_68271_1 1779 1848
g10310_68271_1 1933 1998
g10310_68271_1 2115 2273
g10310_68271_1 2355 2452
g10310_68271_1 2555 2627

g10312_68272_1 100 209
g10312_68272_1 398 542
g10312_68272_1 644 701
g10312_68272_1 878 920
g10312_68272_1 1243 1291
g10312_68272_1 1369 1452
g10312_68272_1 1558 2397

g10313_68271_1 100 874
g10313_68271_1 1950 1957

g103157_68275_1 100 178
g103157_68275_1 903 1015
g103157_68275_1 1164 1235
g103157_68275_1 1330 1365
g103157_68275_1 1467 1512
g103157_68275_1 1580 1667
g103157_68275_1 1770 1827
g103157_68275_1 1924 1974

g103171_68273_1 100 303

g103193_68274_1 100 1077
g103193_68274_1 1208 1450
g103193_68274_1 1534 1686
g103193_68274_1 1784 1846
g103193_68274_1 1922 2009
g103193_68274_1 2112 2195
g103193_68274_1 2312 2400
g103193_68274_1 2477 2590
g103193_68274_1 2678 2818
g103193_68274_1 2899 3063

g10320_68271_1 100 609

g103226_68275_1 100 966

g10323_68275_1 100 357

g10341_68272_1 100 295
g10341_68272_1 374 918

g103464_68273_1 100 438

g103581_68275_1 100 729

g103642_68273_1 100 108
g103642_68273_1 232 420
g103642_68273_1 550 573

g103679_68273_1 100 159
g103679_68273_1 677 760
g103679_68273_1 861 1081
g103679_68273_1 1167 1245
g103679_68273_1 1434 1603
g103679_68273_1 1745 1931
g103679_68273_1 2023 2100
g103679_68273_1 2183 2326

g10381_68273_1 100 287
g10381_68273_1 1057 1189

g103854_68271_1 100 159
g103854_68271_1 252 302
g103854_68271_1 426 620
g103854_68271_1 695 733
g103854_68271_1 818 907
g103854_68271_1 1005 1113
g103854_68271_1 1198 1307
g103854_68271_1 1515 1658
g103854_68271_1 1751 1917
g103854_68271_1 2056 2320
g103854_68271_1 2415 2546

g103870_68273_1 100 975

g103882_68272_1 100 963
g103882_68272_1 1049 1327
g103882_68272_1 1410 1643

g103916_68271_1 100 408

g103919_68273_1 100 834

g10394_68273_1 100 129
g10394_68273_1 218 365
g10394_68273_1 455 626
g10394_68273_1 1376 1430
g10394_68273_1 1505 1636
g10394_68273_1 1728 1937

g103956_68274_1 100 972
g103956_68274_1 1056 1119
g103956_68274_1 1199 1283
g103956_68274_1 1369 1419
g103956_68274_1 1502 1564
g103956_68274_1 1656 1785

g103959_68274_1 100 191
g103959_68274_1 365 509
g103959_68274_1 633 700
g103959_68274_1 791 844
g103959_68274_1 944 1027
g103959_68274_1 1112 1200
g103959_68274_1 1280 1360
g103959_68274_1 1489 1619
g103959_68274_1 1811 1852
g103959_68274_1 1969 2045
g103959_68274_1 2140 2230
g103959_68274_1 2322 2403
g103959_68274_1 2495 2567
g103959_68274_1 2657 2825

g103969_68274_1 100 271
g103969_68274_1 482 1314

g103988_68274_1 100 206
g103988_68274_1 282 448
g103988_68274_1 539 765
g103988_68274_1 914 1318

g103989_68275_1 100 331
g103989_68275_1 739 886
g103989_68275_1 974 1165
g103989_68275_1 1471 1599
g103989_68275_1 1781 1950
g103989_68275_1 2037 2167
g103989_68275_1 2268 2321

g1040_68275_1 100 1407

g104177_68273_1 100 135
g104177_68273_1 230 592

g104182_68274_1 100 236
g104182_68274_1 363 572
g104182_68274_1 647 742
g104182_68274_1 824 938
g104182_68274_1 1049 1129
g104182_68274_1 1220 1408
g104182_68274_1 1502 1597

g104220_68273_1 100 207
g104220_68273_1 310 406
g104220_68273_1 497 558
g104220_68273_1 648 710
g104220_68273_1 796 855
g104220_68273_1 958 1014
g104220_68273_1 1111 1153
g104220_68273_1 1224 1301
g104220_68273_1 1390 1814
g104220_68273_1 1895 1984

g104278_68274_1 100 768

g104284_68274_1 100 130
g104284_68274_1 477 539
g104284_68274_1 624 794
g104284_68274_1 879 1010
g104284_68274_1 1107 1246
g104284_68274_1 1335 1421
g104284_68274_1 1520 1645
g104284_68274_1 1765 1905
g104284_68274_1 1984 2049
g104284_68274_1 2134 2235
g104284_68274_1 2322 2492
g104284_68274_1 2580 2659
g104284_68274_1 2753 2813

g10433_68272_1 100 163
g10433_68272_1 629 801

g1045_68273_1 100 232
g1045_68273_1 744 993
g1045_68273_1 1088 1335
g1045_68273_1 1425 1832
g1045_68273_1 1927 2024

g104687_68271_1 100 456
g104687_68271_1 832 1188
g104687_68271_1 1264 1706
g104687_68271_1 1794 1888
g104687_68271_1 1980 2155

g104778_68271_1 100 222
g104778_68271_1 1510 1551
g104778_68271_1 1766 1882
g104778_68271_1 2225 2466
g104778_68271_1 3038 3074
g104778_68271_1 3166 3223
g104778_68271_1 3314 3387

g104784_68271_1 100 324
g104784_68271_1 409 483

g104853_68272_1 100 432
g104853_68272_1 496 732
g104853_68272_1 814 1122

g104913_68273_1 100 536
g104913_68273_1 1889 2034
g104913_68273_1 2133 2170
g104913_68273_1 2326 2441
g104913_68273_1 2527 2626
g104913_68273_1 2706 2741
g104913_68273_1 2831 2881
g104913_68273_1 2978 3412

g104915_68274_1 100 296
g104915_68274_1 523 1282
g104915_68274_1 1381 1626
g104915_68274_1 1704 1928

g104918_68272_1 100 303

g10500_68272_1 100 369
g10500_68272_1 511 564
g10500_68272_1 666 902

g105025_68273_1 100 1173

g10506_68274_1 100 172
g10506_68274_1 571 643
g10506_68274_1 727 827
g10506_68274_1 1010 1075
g10506_68274_1 1172 1269
g10506_68274_1 1356 1418
g10506_68274_1 1511 1603
g10506_68274_1 1703 1792

g105071_68275_1 100 168
g105071_68275_1 258 336
g105071_68275_1 674 804
g105071_68275_1 899 1249

g105072_68272_1 100 234
g105072_68272_1 352 431
g105072_68272_1 524 648
g105072_68272_1 760 881
g105072_68272_1 973 1236
g105072_68272_1 1319 1419
g105072_68272_1 1496 1548
g105072_68272_1 1636 1821
g105072_68272_1 1903 2027

g10510_68271_1 100 423

g105104_68274_1 100 747

g105146_68275_1 100 1533

g105154_68275_1 100 1131

g10518_68271_1 100 207
g10518_68271_1 463 548
g10518_68271_1 629 700
g10518_68271_1 819 856
g10518_68271_1 1202 1245
g10518_68271_1 1467 1513
g10518_68271_1 1668 1842
g10518_68271_1 1945 2112

g105188_68273_1 100 221
g105188_68273_1 310 367
g105188_68273_1 495 613
g105188_68273_1 723 822
g105188_68273_1 934 1029
g105188_68273_1 1105 1201
g105188_68273_1 1356 1443
g105188_68273_1 1526 1622
g105188_68273_1 1699 1784
g105188_68273_1 1918 2037
g105188_68273_1 2120 2218
g105188_68273_1 2433 2481

g105240_68272_1 100 582

g10525_68275_1 100 183
g10525_68275_1 258 788

g105261_68272_1 100 181
g105261_68272_1 540 731
g105261_68272_1 813 922

g105296_68274_1 100 417
g105296_68274_1 533 604
g105296_68274_1 694 737
g105296_68274_1 831 942
g105296_68274_1 1038 1109
g105296_68274_1 1250 1312
g105296_68274_1 1455 1532
g105296_68274_1 1639 1731
g105296_68274_1 1890 2009
g105296_68274_1 2355 2438
g105296_68274_1 2660 2869
g105296_68274_1 2977 3024
g105296_68274_1 3401 3646

g10531_68275_1 100 393
g10531_68275_1 560 644
g10531_68275_1 725 825
g10531_68275_1 1211 1285

g105317_68273_1 100 474
g105317_68273_1 560 973

g105330_68274_1 100 1104

g105441_68274_1 100 234
g105441_68274_1 386 485
g105441_68274_1 584 618
g105441_68274_1 712 801
g105441_68274_1 1177 1416

g105450_68274_1 100 759

g105456_68272_1 100 754
g105456_68272_1 856 1077
g105456_68272_1 1156 1403
g105456_68272_1 1496 1635
g105456_68272_1 1830 1953

g105458_68273_1 100 739
g105458_68273_1 1314 1571
g105458_68273_1 1653 1831
g105458_68273_1 1914 1993
g105458_68273_1 2081 2228
g105458_68273_1 2339 2692

g105472_68273_1 100 160
g105472_68273_1 255 764
g105472_68273_1 927 1507

g105494_68273_1 100 261
g105494_68273_1 1061 1242
g105494_68273_1 1737 1861
g105494_68273_1 2011 2411

g105546_68272_1 100 1401

g105554_68271_1 100 471
g105554_68271_1 566 664
g105554_68271_1 1457 1747
g105554_68271_1 2188 2340

g105564_68273_1 100 354
g105564_68273_1 477 535
g105564_68273_1 779 1547

g105566_68273_1 100 828

g105585_68271_1 100 1308

g105626_68272_1 100 440
g105626_68272_1 879 888

g105765_68275_1 100 267
g105765_68275_1 348 572
g105765_68275_1 693 758
g105765_68275_1 991 1110

g105795_68273_1 100 179
g105795_68273_1 470 584
g105795_68273_1 1117 1224

g105900_68272_1 100 279
g105900_68272_1 428 559
g105900_68272_1 642 701
g105900_68272_1 1279 1355
g105900_68272_1 1435 1491
g105900_68272_1 1603 1669
g105900_68272_1 1760 1879

g105948_68275_1 100 354
g105948_68275_1 429 458
g105948_68275_1 537 666
g105948_68275_1 754 900
g105948_68275_1 981 1111
g105948_68275_1 1272 1409
g105948_68275_1 1497 1595
g105948_68275_1 1683 1901

g105967_68275_1 100 879
g105967_68275_1 1024 1278
g105967_68275_1 1365 1508
g105967_68275_1 1600 1947
g105967_68275_1 2033 2362

g105982_68275_1 100 174
g105982_68275_1 260 913
g105982_68275_1 998 1330

g106020_68275_1 100 747

g106078_68273_1 100 1206

g106148_68272_1 100 1221

g10618_68275_1 100 214
g10618_68275_1 357 461
g10618_68275_1 569 879
g10618_68275_1 957 1142
g10618_68275_1 1446 1502

g106187_68273_1 100 345
g106187_68273_1 443 472
g106187_68273_1 836 992
g106187_68273_1 1119 1240
g106187_68273_1 1311 1385
g106187_68273_1 1476 1703
g106187_68273_1 1798 1842
g106187_68273_1 1926 1970
g106187_68273_1 2070 2099
g106187_68273_1 2174 2293
g106187_68273_1 2384 2470

g106301_68273_1 100 533
g106301_68273_1 600 855
g106301_68273_1 955 1053
g106301_68273_1 1135 1337
g106301_68273_1 1417 1492

g106330_68274_1 100 147
g106330_68274_1 263 368
g106330_68274_1 719 901
g106330_68274_1 1181 1666
g106330_68274_1 1836 1922
g106330_68274_1 2083 2147

g106335_68273_1 100 360
g106335_68273_1 667 753
g106335_68273_1 856 954
g106335_68273_1 1046 1250
g106335_68273_1 1387 1514
g106335_68273_1 2112 2258

g106539_68274_1 100 2427

g10658_68273_1 100 465

g106626_68275_1 100 255
g106626_68275_1 386 451
g106626_68275_1 531 614
g106626_68275_1 748 870
g106626_68275_1 968 1020
g106626_68275_1 1167 1216
g106626_68275_1 1290 1390
g106626_68275_1 1655 1918
g106626_68275_1 2001 2024

g106674_68275_1 100 382
g106674_68275_1 533 633
g106674_68275_1 715 789
g106674_68275_1 997 1152
g106674_68275_1 1232 1603

g106702_68274_1 100 615
g106702_68274_1 677 1051

g10672_68272_1 100 438
g10672_68272_1 517 786

g106730_68273_1 100 966
g106730_68273_1 1213 1386
g106730_68273_1 1552 1887

g106825_68275_1 100 230
g106825_68275_1 309 428
g106825_68275_1 519 633
g106825_68275_1 727 819
g106825_68275_1 908 953
g106825_68275_1 1036 1108
g106825_68275_1 1355 1389
g106825_68275_1 1491 1579
g106825_68275_1 1711 1905

g106836_68273_1 100 198
g106836_68273_1 317 399
g106836_68273_1 493 643
g106836_68273_1 716 815
g106836_68273_1 902 958
g106836_68273_1 1049 1091
g106836_68273_1 1162 1232
g106836_68273_1 1331 1422
g106836_68273_1 1526 1669

g106858_68273_1 100 346
g106858_68273_1 426 560
g106858_68273_1 836 994
g106858_68273_1 1093 1134
g106858_68273_1 1217 1262
g106858_68273_1 1530 1600
g106858_68273_1 1685 1811
g106858_68273_1 1893 1899

g106883_68271_1 100 192
g106883_68271_1 293 391
g106883_68271_1 463 606
g106883_68271_1 690 902
g106883_68271_1 996 1370

g106913_68273_1 100 222
g106913_68273_1 982 1077

g10694_68274_1 100 477

g10704_68271_1 100 309
g10704_68271_1 384 553
g10704_68271_1 675 717

g10721_68275_1 100 150
g10721_68275_1 231 377
g10721_68275_1 1927 2073
g10721_68275_1 2186 2500

g107260_68275_1 100 429

g107294_68274_1 100 210
g107294_68274_1 720 947

g10730_68272_1 100 411

g107440_68273_1 100 204
g107440_68273_1 293 415
g107440_68273_1 504 578
g107440_68273_1 666 731
g107440_68273_1 818 913
g107440_68273_1 1055 1171
g107440_68273_1 1389 1481
g107440_68273_1 1573 1674
g107440_68273_1 1799 1885
g107440_68273_1 1972 2004

g10750_68272_1 100 289
g10750_68272_1 991 1190

g107593_68273_1 100 546
g107593_68273_1 1294 2434
g107593_68273_1 2518 2552

g1076_68273_1 100 441

g107636_68275_1 100 145
g107636_68275_1 436 647
g107636_68275_1 906 984
g107636_68275_1 1102 1389
g107636_68275_1 1626 1774
g107636_68275_1 1896 2012
g107636_68275_1 2110 2289
g107636_68275_1 2383 2562

g107643_68272_1 100 219
g107643_68272_1 490 538
g107643_68272_1 639 701
g107643_68272_1 791 855
g107643_68272_1 942 1037

g107654_68272_1 100 555
g107654_68272_1 709 1056

g107675_68275_1 100 1275

g107768_68273_1 100 354
g107768_68273_1 503 971
g107768_68273_1 2014 2072
g107768_68273_1 2161 2291
g107768_68273_1 2372 2465
g107768_68273_1 2569 2721
g107768_68273_1 2812 2814

g10780_68275_1 100 360
g10780_68275_1 771 844
g10780_68275_1 1306 1375

g107806_68274_1 100 212
g107806_68274_1 332 365
g107806_68274_1 527 667
g107806_68274_1 763 850
g107806_68274_1 927 1007
g107806_68274_1 1091 1155
g107806_68274_1 1315 1455
g107806_68274_1 1542 1655
g107806_68274_1 1859 1889
g107806_68274_1 2345 2679

g107823_68274_1 100 975
g107823_68274_1 1115 1315
g107823_68274_1 1409 1604
g107823_68274_1 1739 1923

g107869_68275_1 100 219
g107869_68275_1 344 419
g107869_68275_1 506 1404

g107962_68274_1 100 345
g107962_68274_1 415 519
g107962_68274_1 730 807
g107962_68274_1 950 1137
g107962_68274_1 1212 1385
g107962_68274_1 1469 1631

g107973_68273_1 100 180
g107973_68273_1 944 1037
g107973_68273_1 1153 1257
g107973_68273_1 1592 1675
g107973_68273_1 1864 1937
g107973_68273_1 2060 2124
g107973_68273_1 2344 2407
g107973_68273_1 2550 2615
g107973_68273_1 2696 2752
g107973_68273_1 2848 2892
g107973_68273_1 2989 3042
g107973_68273_1 3122 3262

g10798_68272_1 100 225
g10798_68272_1 300 395
g10798_68272_1 595 717
g10798_68272_1 927 966
g10798_68272_1 1062 1135

g107988_68273_1 100 226
g107988_68273_1 317 536
g107988_68273_1 647 692
g107988_68273_1 803 925

g107992_68275_1 100 695
g107992_68275_1 1616 1733
g107992_68275_1 1821 2051

g108003_68274_1 100 1350

g108056_68273_1 100 278
g108056_68273_1 371 433
g108056_68273_1 508 624
g108056_68273_1 718 967
g108056_68273_1 1154 1315
g108056_68273_1 1404 1552
g108056_68273_1 1637 1850

g108082_68274_1 100 282
g108082_68274_1 371 532
g108082_68274_1 669 743
g108082_68274_1 940 1049
g108082_68274_1 1136 1208
g108082_68274_1 1696 1887

g108086_68274_1 100 288
g108086_68274_1 366 486
g108086_68274_1 575 763
g108086_68274_1 846 1204

g108109_68275_1 100 1086
g108109_68275_1 1285 1518

g108142_68275_1 100 396

g108144_68274_1 100 295
g108144_68274_1 461 591
g108144_68274_1 780 869
g108144_68274_1 1034 1086
g108144_68274_1 1231 1333
g108144_68274_1 1438 1585
g108144_68274_1 1705 1727

g108165_68275_1 100 130
g108165_68275_1 213 567
g108165_68275_1 682 868
g108165_68275_1 1068 1302
g108165_68275_1 1372 1440
g108165_68275_1 1604 1705
g108165_68275_1 1819 1859
g108165_68275_1 1963 2096
g108165_68275_1 2296 2359
g108165_68275_1 2443 2539
g108165_68275_1 2640 2746
g108165_68275_1 2994 3016
g108165_68275_1 3101 3197

g108168_68271_1 100 286
g108168_68271_1 371 472
g108168_68271_1 869 1557

g108174_68275_1 100 486
g108174_68275_1 1041 1571

g108193_68275_1 100 1293

g108207_68274_1 100 251
g108207_68274_1 357 492
g108207_68274_1 703 1194

g108209_68273_1 100 310
g108209_68273_1 425 710
g108209_68273_1 909 1080
g108209_68273_1 1182 1378
g108209_68273_1 1460 1612
g108209_68273_1 1709 2039

g108221_68275_1 100 1545

g108301_68271_1 100 482
g108301_68271_1 679 888
g108301_68271_1 974 1151

g108306_68275_1 100 282
g108306_68275_1 550 663
g108306_68275_1 745 933
g108306_68275_1 1173 1301

g108322_68275_1 100 1089

g108335_68273_1 100 949
g108335_68273_1 1066 1436

g10836_68272_1 100 570

g108414_68274_1 100 1497

g108427_68272_1 100 253
g108427_68272_1 365 592
g108427_68272_1 670 775
g108427_68272_1 858 1179
g108427_68272_1 1296 1580
g108427_68272_1 1679 1816

g108472_68273_1 100 169
g108472_68273_1 497 587
